,Company,Revenue,Gross Margin (%),EBITDA Margin (%),Net Profit Margin (%),ROE,ROIC,ROA,Net Debt to EBITDA,D/E,10Y Revenue Growth (per Share),10Y Net Income Growth (per Share),5Y Revenue Growth (per Share),5Y Net Income Growth (per Share),3Y Revenue Growth (per Share),3Y Net Income Growth (per Share),P/E,EV/EBITDA,P/B,Sector,Market Cap,Price Change (%),Market Capitalisation,Sector Market Cap,year
1339,SCHL,1672800000.0,0.5443,0.064,0.0242,0.0322,0.0481,0.0401,-3.7798,0.005,0.0,-0.0318,-0.042,-0.0142,0.0028,0.0675,33.0932,8.7155,1.0601,Consumer Cyclical,1333240062.55,-14.05116796365517,0.0916198183550815,1455187410853.5107,2016
1343,RL,7405200000.0,0.5654,0.119,0.0535,0.1059,0.09,0.1153,-0.4224,0.1905,0.0923,0.0464,0.0807,-0.0468,0.0454,-0.1726,20.172,8.5105,2.0973,Consumer Cyclical,7880582049.2,17.130665125220574,0.5415510050748586,1455187410853.5107,2016
1345,GPC,15339713000.0,0.2998,0.081,0.0448,0.2152,0.1399,0.2825,0.5086,0.274,0.0538,0.0522,0.0529,0.0503,0.0417,0.0135,20.744,11.9525,4.4458,Consumer Cyclical,14223742356.83,2.353866900587858,0.9774508940045978,1455187410853.5107,2016
1349,HOG,5996458000.0,0.3769,0.17600000000000002,0.1154,0.3605,0.0783,0.3508,5.6849,3.5453,0.0424,-0.0028,0.0821,0.0872,0.0833,0.0566,15.3091,15.574000000000002,5.4261,Consumer Cyclical,10419026258.9,-11.204325954613562,0.7159920558128613,1455187410853.5107,2016
1353,TXRH,1990714000.0,0.214,0.126,0.0581,0.1541,0.1378,0.154,-0.2406,0.07,0.1334,0.1356,0.1255,0.127,0.1169,0.1269,30.2195,13.6838,4.6619,Consumer Cyclical,3495042021.24,12.609682871188618,0.24017813754931083,1455187410853.5107,2016
1354,LZB,1525398000.0,0.3835,0.099,0.052000000000000005,0.1448,0.1531,0.1597,-0.8018,0.0015,-0.0076,0.0,0.0583,0.2776,0.0769,0.2123,16.7325,7.9165,2.41,Consumer Cyclical,1310665703.43,0.5295667521649694,0.0900685158251373,1455187410853.5107,2016
1355,CVGI,662112000.0,0.1309,0.064,0.0102,0.1002,0.081,0.0252,2.4175,3.4444,-0.064,-0.2197,-0.0558,-0.1922,-0.0501,0.0,23.6957,6.2999,2.3971,Consumer Cyclical,165402633.15,96.14678815602952,0.011366414519280815,1455187410853.5107,2016
1358,MTN,1601286000.0,0.2803,0.279,0.0935,0.1712,0.0944,0.1269,1.4019,0.8007,0.0748,0.1344,0.0648,0.3406,0.1237,0.5795,34.6731,12.993,5.9215,Consumer Cyclical,5178601744.0,34.70669257864194,0.35587180767064197,1455187410853.5107,2016
1362,PII,4516629000.0,0.2448,0.11,0.0471,0.2456,0.109,0.2221,2.0411,1.317,0.1308,0.0958,0.1271,0.0002,0.0842,-0.1558,24.9577,12.6883,6.0577,Consumer Cyclical,5292536538.96,53.778577337728,0.36370136928656976,1455187410853.5107,2016
1364,SCI,3031137000.0,0.2233,0.22,0.0584,0.162,0.028,0.0517,4.6374,3.0077,0.1012,0.1686,0.0969,0.0819,0.0924,0.0964,31.3152,12.8693,5.0186,Consumer Cyclical,5487989472.88,31.70368236031857,0.3771328305857959,1455187410853.5107,2016
1368,HIBB,943104000.0,0.3528,0.13699999999999998,0.0748,0.2269,0.2292,0.21600000000000005,-0.222,0.0117,0.1163,0.114,0.1098,0.1253,0.0792,0.0197,10.9492,5.4816,2.3680000000000003,Consumer Cyclical,735998782.0,-44.9392711508494,0.05057759409616626,1455187410853.5107,2016
1370,CMG,3904384000.0,0.1276,0.047,0.0059,0.0164,0.0163,0.0149,-2.2566,0.0,0.1791,-0.0488,0.1291,-0.3525,0.0871,-0.58,480.4744,56.3542,7.7223,Consumer Cyclical,10849277442.74,-22.878029924441773,0.7455587755790558,1455187410853.5107,2016
1374,PKG,5779000000.0,0.2208,0.197,0.0778,0.2555,0.0991,0.1133,2.1275,1.5157,0.1125,0.1474,0.1837,0.2455,0.1735,0.0145,17.8571,9.1451,4.5512,Consumer Cyclical,8009237710.0,45.200634964778395,0.5503921797469608,1455187410853.5107,2016
1382,POOL,2570803000.0,0.2883,0.103,0.0579,0.7259,0.237,0.3086,1.5769,2.1346,0.0525,0.0686,0.1052,0.1893,0.1096,0.1915,29.3933,17.9708,21.0147,Consumer Cyclical,4325738910.72,25.42039016701446,0.29726335442819873,1455187410853.5107,2016
1383,COLM,2377045000.0,0.4671,0.131,0.0807,0.1229,0.1486,0.1444,-1.727,0.009000000000000001,0.0674,0.0496,0.0637,0.1247,0.1165,0.2614,20.7273,11.0488,2.5504,Consumer Cyclical,3978563064.0,27.70055056167417,0.2734055444904141,1455187410853.5107,2016
1386,RUSHA,4214614000.0,0.1704,0.057,0.0096,0.047,0.0217,0.0324,5.2417,1.5468,0.0549,-0.0411,0.0945,-0.067,0.0761,-0.062,31.2745,10.4969,1.4555,Consumer Cyclical,1255872439.8,59.27898239701501,0.08630314077988026,1455187410853.5107,2016
1391,OSTK,1799963000.0,0.1841,0.03,0.006999999999999999,0.0714,0.0746,0.0965,-2.3034,0.338,0.0635,0.0,0.094,0.0,0.08900000000000001,-0.4822,36.1224,6.0248,2.5632,Consumer Cyclical,449284109.1,261.01694221208044,0.03087465612669653,1455187410853.5107,2016
1393,LEG,3749900000.0,0.2405,0.168,0.1029,0.3534,0.1509,0.3259,1.0736,0.8793,0.0164,0.0557,0.0152,0.2124,0.0444,0.2735,17.625,11.5221,6.0435,Consumer Cyclical,6597123051.75,-0.3811661225427404,0.4533521251314695,1455187410853.5107,2016
1394,BC,4488500000.0,0.2746,0.116,0.0615,0.1917,0.1429,0.2135,-0.0574,0.3051,-0.0201,0.0783,0.0367,0.3032,0.0763,-0.2894,18.2772,9.4452,3.4725,Consumer Cyclical,4967004620.76,0.9825969878810183,0.3413309229940839,1455187410853.5107,2016
1397,ZUMZ,804183000.0,0.334,0.095,0.0358,0.0969,0.1069,0.1078,-0.9906,0.0,0.1392,0.0774,0.1285,0.0533,0.1033,-0.0861,17.219,5.3352,1.5872,Consumer Cyclical,482472682.88,-5.318182164972479,0.033155363995144474,1455187410853.5107,2016
1398,SSP,874451000.0,0.6038,0.199,0.0769,0.0711,0.0764,0.1439,1.4897,0.4157,-0.07,-0.1882,-0.038,0.0,0.1111,0.0,24.3125,10.7699,1.7136,Consumer Cyclical,1612369601.0,-19.640098682148853,0.11080150838126736,1455187410853.5107,2016
1402,GDEN,399998000.0,0.2776,0.115,0.0408,0.0778,0.0233,0.0962,2.9725,0.8759,0.7809,-0.0825,0.4632,0.0,0.8340000000000001,-0.1944,16.6081,8.9201,1.3046,Consumer Cyclical,273202349.34,165.66315400505582,0.01877437554106922,1455187410853.5107,2016
1403,PVH,8020300000.0,0.5189,0.127,0.0714,0.1257,0.0531,0.2831,2.5813,0.7017,0.0806,0.1174,0.0719,0.5382,0.0459,0.0439,10.5281,8.4488,1.3171,Consumer Cyclical,5995995990.66,51.02381157067687,0.41204287131258027,1455187410853.5107,2016
1407,TEN,8597000000.0,0.1711,0.073,0.0404,0.6056,0.1822,0.1747,1.6587,2.4154,0.0389,0.1891,0.0502,0.188,0.0528,0.2703,10.3435,7.3153,6.0684,Consumer Cyclical,3529754191.04,-7.161197442652304,0.24256354643486738,1455187410853.5107,2016
1408,SUP,732677000.0,0.1177,0.121,0.0565,0.1039,0.0857,0.1046,-0.6578,0.0,-0.003,0.0,-0.01,-0.0804,0.0011,0.2515,16.4417,7.0058,1.7124,Consumer Cyclical,681928010.0,-42.46797763957631,0.0468618684379649,1455187410853.5107,2016
1409,LL,960588000.0,0.3163,-0.08,-0.0714,-0.2969,-0.2063,-0.2426,-0.3873,0.1732,0.0475,0.0,0.0743,0.0,-0.011,0.0,0.0,0.0,1.8658,Consumer Cyclical,423159312.39,102.12491905589312,0.02907936869394743,1455187410853.5107,2016
1412,MOD,1352500000.0,0.1727,0.038,-0.0012,-0.0043,0.0381,-0.0034,1.8445,0.4322,-0.0495,0.0,-0.0182,0.0,-0.0107,0.0,0.0,12.2353,1.3755,Consumer Cyclical,527854147.56,32.89474352905303,0.036273963313797356,1455187410853.5107,2016
1414,SAH,9731779000.0,0.1469,0.032,0.0096,0.1285,0.0445,0.0844,7.7623,3.3214,0.0363,0.0064,0.0822,0.0699,0.0822,0.0955,11.299,11.0997,1.4227,Consumer Cyclical,1034255828.05,-19.149471764614265,0.07107372015013366,1455187410853.5107,2016
1415,HZO,942050000.0,0.2399,0.051,0.024,0.0723,0.0568,0.0805,2.654,0.5329999999999999,-0.0533,-0.0816,0.1261,0.0,0.1569,0.1303,22.5269,13.8877,1.6285,Consumer Cyclical,541644777.7,-2.577319638307701,0.037221650878790195,1455187410853.5107,2016
1416,SLGN,3612914000.0,0.1417,0.123,0.0424,0.3267,0.0688,0.122,3.4709,3.3267,0.0533,0.0622,0.0356,-0.0169,0.0079,-0.0456,20.125,10.4917,6.6225,Consumer Cyclical,3108698871.04,15.480484994915006,0.21362876340557782,1455187410853.5107,2016
1418,GPI,10887612000.0,0.1465,0.036000000000000004,0.0135,0.1581,0.0545,0.1202,6.9186,2.9342,0.0766,0.0662,0.134,0.1332,0.1004,0.1208,11.9175,11.2582,1.7586,Consumer Cyclical,1698794462.28,-9.432518674378318,0.11674059640768926,1455187410853.5107,2016
1423,HVT,821571000.0,0.5396,0.094,0.0345,0.1006,0.1034,0.0855,-0.2081,0.1968,0.0023,0.0661,0.0657,0.1375,0.0537,-0.0226,18.0682,6.3205,1.7857,Consumer Cyclical,503341824.15,-2.81764767928128,0.03458948451559068,1455187410853.5107,2016
1426,SON,4782877000.0,0.1978,0.149,0.0599,0.1869,0.0871,0.1783,1.1198,0.687,0.0262,0.0381,0.0123,0.0565,-0.0006,0.1147,18.8445,8.6153,3.4946,Consumer Cyclical,5324940503.75,2.688837510010789,0.3659281590834244,1455187410853.5107,2016
1427,NLS,406039000.0,0.5209,0.149,0.0842,0.2125,0.1951,0.3337,-0.2588,0.3977,-0.0372,0.0203,0.174,0.8856,0.2294,-0.1064,17.3636,9.5754,3.6715,Consumer Cyclical,594571215.3,-30.104711440626392,0.04085873825360173,1455187410853.5107,2016
1432,GEF,3323600000.0,0.2061,0.104,0.0225,0.0791,0.058,0.0526,2.6778,1.0832,0.0203,-0.0652,-0.0498,-0.1575,-0.0779,-0.1983,36.6094,9.1785,2.3638,Consumer Cyclical,2239510439.76,20.094119058786525,0.15389842044101115,1455187410853.5107,2016
1435,CONN,1613178000.0,0.4835,0.084,0.0191,0.0573,0.0397,0.0264,8.5806,2.3216,0.0438,-0.0668,0.08199999999999999,0.0,0.2043,-0.181,15.4091,11.8181,0.8014,Consumer Cyclical,437241589.8,166.29212150739113,0.030047098163359234,1455187410853.5107,2016
1438,MDP,1649600000.0,0.6294,0.125,0.0206,0.0381,0.0371,0.1745,3.239,0.7801,0.0156,-0.1264,0.0374,-0.2296,0.0377,-0.3511,68.3026,14.4445,2.6001,Consumer Cyclical,2312818436.81,16.36971757924308,0.15893612187405218,1455187410853.5107,2016
1439,WWE,729216000.0,0.3093,0.16699999999999998,0.0464,0.1412,0.1682,0.097,-0.5296,0.8456,0.052000000000000005,-0.0414,0.0799,0.0584,0.1221,1.2922,41.4545,10.9286,5.8132,Consumer Cyclical,1393621800.96,71.2047159425762,0.09576923154816185,1455187410853.5107,2016
1442,BKNG,10743000000.0,0.9614,0.301,0.1987,0.2174,0.1334,0.7388,0.8876,0.7298,0.2227,0.3646,0.1987,0.1519,0.1762,0.0509,34.2506,23.4605,7.4208,Consumer Cyclical,72910698536.0592,17.607968042307114,5.010399209906229,1455187410853.5107,2016
1444,LCII,1678898000.0,0.2555,0.147,0.0772,0.2357,0.2277,0.3318,-0.1466,0.0908,0.0728,0.1387,0.1738,0.3128,0.1611,0.348,22.1483,11.4669,5.2427,Consumer Cyclical,2868751104.5,13.807465864741864,0.19713963185108868,1455187410853.5107,2016
1445,RRGB,1303187000.0,0.223,0.076,0.009000000000000001,0.0337,0.0094,0.0193,3.3979,0.9975,0.1008,-0.0678,0.1007,-0.0836,0.1098,-0.2706,64.0341,10.7372,2.0909,Consumer Cyclical,724545933.3,3.3913882945785487,0.049790558102411855,1455187410853.5107,2016
1449,SCVL,983968000.0,0.2952,0.071,0.0292,0.0847,0.0899,0.0746,-0.9866,0.0,0.0429,0.045,0.0552,0.0106,0.0568,0.0018,16.2138,5.7386,1.3175,Consumer Cyclical,469078573.0,-0.572640535228408,0.03223492517193174,1455187410853.5107,2016
1451,DORM,859604000.0,0.3933,0.218,0.1234,0.1763,0.2297,0.1978,-0.7963,0.0,0.1155,0.2295,0.1171,0.1565,0.1086,0.1088,23.9479,12.7928,4.2178,Consumer Cyclical,2544787975.44,-16.838952419328646,0.17487699223204564,1455187410853.5107,2016
1455,LAD,8678200000.0,0.15,0.044,0.0227,0.2164,0.0605,0.1437,6.1376,2.6267,0.1041,0.1502,0.2776,0.2816,0.3008,0.2362,12.6392,13.0608,2.7062,Consumer Cyclical,2641903771.04,17.049425485814528,0.18155075774675955,1455187410853.5107,2016
1457,FLWS,1173024000.0,0.4411,0.078,0.0314,0.152,0.0724,0.1698,0.9416,0.4699,0.0417,0.2777,0.1183,0.4475,0.1652,0.4372,15.6842,7.3338,2.4093,Consumer Cyclical,584964386.52,-0.9259294417005212,0.04019856014126049,1455187410853.5107,2016
1459,CBRL,2912351000.0,0.6813,0.123,0.065,0.3596,0.1793,0.1774,0.6943,0.7598,0.0893,0.113,0.0282,0.1637,0.0293,0.1692,19.9001,11.201,7.1596,Consumer Cyclical,3768709905.18,2.5114061121272906,0.2589845044748937,1455187410853.5107,2016
1462,PAG,20118500000.0,0.1475,0.036000000000000004,0.017,0.1958,0.0454,0.174,7.0873,2.967,0.0715,0.1156,0.1407,0.1549,0.134,0.1381,13.1103,13.1942,2.5515,Consumer Cyclical,4455564668.05,-5.422489198882743,0.3061849377487865,1455187410853.5107,2016
1463,BBGI,136665344.0,0.2924,0.502,0.3475,0.2345,0.0624,0.3674,3.411,1.2562,0.0092,0.1675,0.0585,0.3489,0.3254,0.5783,3.15,6.053,0.8126,Consumer Cyclical,181281775.5,115.8803348604567,0.012457623956056138,1455187410853.5107,2016
1467,GAIA,17247000.0,0.8352,4.9060000000000015,5.0482,0.8926,-0.2351,1.1376,-0.6386,0.0,-0.2086,0.3418,-0.3824,0.0,-0.4955,0.0,1.959,0.9009,1.7502,Consumer Cyclical,130248126.6,44.186035680281364,0.008950608397828675,1455187410853.5107,2016
1469,BKE,1119616000.0,0.43,0.238,0.1315,0.3569,0.5364,0.3441,-0.7404,0.0,0.0732,0.0992,0.026,0.0107,-0.0041,-0.0385,9.4314,4.4976,3.3888,Consumer Cyclical,1398352714.2,7.289149381314247,0.09609433834916319,1455187410853.5107,2016
1472,MNRO,943651000.0,0.4087,0.16399999999999998,0.0691,0.1305,0.0911,0.18600000000000005,1.7543,0.5587,0.0948,0.1135,0.0814,0.1169,0.0819,0.0322,34.1981,15.8734,4.2282,Consumer Cyclical,2279059698.24,0.8780908541498372,0.15661623246886552,1455187410853.5107,2016
1485,KIRK,561807000.0,0.3604,0.087,0.0295,0.1385,0.1246,0.0953,-0.9121,0.0,0.0432,0.5524,0.0941,-0.0618,0.085,0.0699,12.0825,3.1913,1.6418,Consumer Cyclical,199528276.84,-23.903365445826093,0.013711517523572496,1455187410853.5107,2016
1493,RGS,1291933000.0,0.3234,0.05,-0.0088,-0.0218,0.0214,-0.0327,-0.4337,0.2303,-0.068,0.0,-0.0709,0.0,-0.0924,0.0,0.0,8.6089,1.11,Consumer Cyclical,578312547.15,2.1956083138320786,0.03974144792874496,1455187410853.5107,2016
1496,ATR,2330934000.0,0.3581,0.202,0.0882,0.1751,0.1107,0.136,-0.6216,0.1481,0.0481,0.0818,0.01,0.0336,-0.0096,0.0788,22.3303,9.1075,3.8994,Consumer Cyclical,4577730555.24,20.0230645588598,0.31458013731406764,1455187410853.5107,2016
1497,ABG,6527800000.0,0.1622,0.057,0.0256,0.5978,0.092,0.1603,4.5591,6.1083,0.059,0.1505,0.1737,0.2833,0.1863,0.2788,8.4118,8.262,4.8266,Consumer Cyclical,1384900687.5,2.4,0.09516991950113934,1455187410853.5107,2016
1498,CATO,1011091000.0,0.3903,0.121,0.0661,0.162,0.3409,0.1551,-2.3458,0.0,0.0303,0.0522,0.0295,0.0373,0.0398,0.0439,16.7197,6.7658,2.7016,Consumer Cyclical,1114849714.32,-43.09911997505758,0.07661210549272876,1455187410853.5107,2016
1501,CTRN,683791000.0,0.3905,0.063,0.0227,0.0732,0.1029,0.0876,-1.6643,0.0,0.0634,-0.0154,0.0122,-0.0636,0.0073,0.0,19.8173,5.5857,1.4225,Consumer Cyclical,312715220.85,40.06340646401022,0.021489687068319486,1455187410853.5107,2016
1505,CHDN,822400000.0,0.2978,0.378,0.1314,0.1578,0.0626,0.3194,2.7068,1.3455,0.0575,0.1125,0.0362,0.1121,0.0357,0.2749,22.8418,10.645,3.5239,Consumer Cyclical,2469566204.6697,57.56965100763856,0.1697077768987313,1455187410853.5107,2016
1506,RICK,134860000.0,0.8476,0.214,0.0832,0.0885,0.0528,0.0782,3.2718,0.8354,0.099,0.1157,0.1004,0.0739,0.0479,0.0533,10.2035,7.1948,0.8688,Consumer Cyclical,113376980.48,65.7800116340331,0.007791228788428085,1455187410853.5107,2016
1508,SKY,211774000.0,0.1101,0.014,0.0079,0.0668,0.0468,0.057,-1.0956,0.1716,-0.085,0.0,0.0654,0.0,0.0075,0.0,51.6,27.2506,3.4456,Consumer Cyclical,86597638.08,-13.409698683473367,0.0059509611912604374,1455187410853.5107,2016
1509,MOV,594923000.0,0.5327,0.139,0.0758,0.1024,0.1547,0.1003,-2.275,0.0908,0.031,0.0617,0.1037,0.0,0.0813,-0.0533,12.9948,4.671,1.3043,Consumer Cyclical,574572477.15,14.903761982997825,0.0394844315491292,1455187410853.5107,2016
1510,CRWS,84342000.0,0.2823,0.141,0.081,0.1706,0.2065,0.201,-0.6386,0.0,0.0098,-0.0204,-0.0233,0.085,0.0166,0.0928,13.7794,7.2591,2.3405,Consumer Cyclical,93667457.99,-14.091652485010927,0.006436796888935512,1455187410853.5107,2016
1511,LQDT,316454000.0,0.5477,-0.083,-0.1894,-0.3685,-0.5317,-0.5266,5.0954,0.0,0.0534,0.0,-0.0263,0.0,-0.1357,0.0,0.0,0.0,2.1249,Consumer Cyclical,345533459.64,-50.76142419490043,0.023744945638124668,1455187410853.5107,2016
1516,UNF,1468046000.0,0.3866,0.194,0.0852,0.0916,0.106,0.1073,-1.2765,0.0,0.0554,0.1183,0.0465,0.0965,0.0197,0.0161,19.6989,7.8385,1.8901,Consumer Cyclical,2597635980.24,13.87302750489369,0.17850868973065187,1455187410853.5107,2016
1518,RUTH,385947000.0,0.2743,0.157,0.0789,0.3856,0.2392,0.5248,0.3494,0.3164,0.004,-0.0065,0.0249,0.109,0.0953,0.1413,18.9583,9.9086,7.051,Consumer Cyclical,580368206.6,21.84390742247456,0.03988271216967145,1455187410853.5107,2016
1520,CSS,317017000.0,0.3226,0.11,0.0544,0.0635,0.0835,0.0845,-2.2887,0.0,-0.0364,-0.0102,-0.026,0.2665,-0.031,0.0577,14.8564,4.9881,0.9324,Consumer Cyclical,253502232.06,5.751056038288523,0.017420589964512775,1455187410853.5107,2016
1521,SRI,695977000.0,0.2808,0.097,0.1113,0.4344,0.1222,0.3526,0.4944,0.4693,-0.021,0.1596,-0.0456,0.0645,0.0046,0.7006,6.3082,7.7707,2.7436,Consumer Cyclical,490034740.8,29.886364289059113,0.0336750261268808,1455187410853.5107,2016
1523,MED,274534000.0,0.7491,0.118,0.065,0.1858,0.8416,0.1846,-2.3626,0.0,0.1479,0.1401,0.0166,0.0255,-0.0049,-0.047,27.8212,12.9401,5.1852,Consumer Cyclical,497749603.6,70.77033353252482,0.03420518895968561,1455187410853.5107,2016
1524,MCRI,217032000.0,0.5328,0.246,0.1132,0.1051,0.1031,0.1121,-0.0034,0.112,0.046,0.0202,0.0851,0.322,0.027000000000000003,0.0883,18.0986,8.3583,1.9134,Consumer Cyclical,446371966.3,74.39688079487009,0.03067453463181004,1455187410853.5107,2016
1525,JAKK,706603000.0,0.3156,0.058,0.0018,0.0093,0.0395,0.0048,3.0745,1.5862,0.0427,-0.3,0.1102,-0.2501,0.1443,0.0,64.375,5.5694,0.6322,Consumer Cyclical,103010315.45,-54.368934735623434,0.00707883497903417,1455187410853.5107,2016
1526,CMPR,1788044000.0,0.5673,0.134,0.0304,0.3279,0.0489,0.1518,2.9291,4.7593,0.2853,0.1146,0.2459,-0.0191,0.1712,0.2465,53.7674,15.0476,17.5347,Consumer Cyclical,2910223988.8,28.47497630480556,0.19998963481226567,1455187410853.5107,2016
1528,RLH,148351000.0,0.2309,0.121,-0.0315,-0.0301,-0.0004,-0.0192,3.324,0.6974,-0.0336,0.0,0.0089,0.0,0.0117,0.0,0.0,13.2174,1.1553,Consumer Cyclical,176873557.9,16.56805448290705,0.012154692693242748,1455187410853.5107,2016
1530,OXM,969290000.0,0.5742,0.109,0.0315,0.0914,0.1362,0.1124,0.3553,0.1315,-0.0066,-0.0458,0.1003,-0.1715,0.0447,-0.006,36.9677,11.1147,3.3868,Consumer Cyclical,1140131563.2,26.86458752583503,0.07834946582799798,1455187410853.5107,2016
1531,CMT,174882000.0,0.1596,0.102,0.0424,0.0766,0.0829,0.0679,-1.0397,0.1008,0.036000000000000004,-0.006,0.0216,-0.0847,0.0476,0.0074,17.0825,6.202000000000001,1.3076,Consumer Cyclical,129104873.31,31.576325808975877,0.008872044407962281,1455187410853.5107,2016
1532,RDI,270866000.0,0.2337,0.141,0.0357,0.0681,0.0388,0.0323,3.2716,1.01,0.0939,0.0921,0.0154,-0.0104,0.0165,0.0234,39.7143,13.4918,2.7303,Consumer Cyclical,389225998.56,0.11990681893132675,0.026747482534342937,1455187410853.5107,2016
1534,LCUT,592619000.0,0.366,0.07,0.0265,0.0795,0.0546,0.0844,2.1048,0.4838,0.0193,-0.0056,0.0274,-0.0082,0.0133,0.1435,15.7658,8.1609,1.2772,Consumer Cyclical,252542972.5,-4.394510280146674,0.017354669963223227,1455187410853.5107,2016
1536,DLB,1025738000.0,0.8938,0.313,0.1812,0.0943,0.1001,0.1877,-2.0003,0.0,0.1064,0.0809,0.0338,-0.0784,0.0448,-0.0022,29.3459,15.0933,2.7867,Consumer Cyclical,5480871326.21,36.11130503728251,0.376643673889077,1455187410853.5107,2016
1540,SMP,1058482000.0,0.3047,0.112,0.0571,0.13699999999999998,0.1173,0.2247,0.2966,0.1247,0.0048,0.1785,0.0396,-0.0058,0.0285,0.059,20.1992,10.6411,2.7809,Consumer Cyclical,1226865393.27,-15.037616211072265,0.08430978608799308,1455187410853.5107,2016
1542,RCKY,260258584.0,0.2948,0.018000000000000002,-0.0082,-0.0158,-0.0122,-0.0168,2.1411,0.108,-0.0337,0.0,0.0159,0.0,0.0211,0.0,0.0,20.4751,0.6405,Consumer Cyclical,86517035.75,67.41595490033662,0.005945422225667496,1455187410853.5107,2016
1543,SYX,753100000.0,0.3163,-0.034,-0.0433,-0.1521,0.0547,-0.1609,5.8706,0.0,-0.1129,0.0,-0.2735,0.0,-0.2762,0.0,0.0,0.0,1.5217,Consumer Cyclical,323738349.61,286.9133026168252,0.022247192849209563,1455187410853.5107,2016
1544,GCO,3022234000.0,0.4776,0.077,0.0313,0.099,0.0862,0.1182,-0.0919,0.117,0.0932,0.0456,0.1255,0.1341,0.0825,-0.0276,15.9734,6.1320000000000014,1.5257,Consumer Cyclical,1457313187.68,-47.49596252204852,0.10014608268396456,1455187410853.5107,2016
1546,SQBG,155528000.0,1.0,0.409,-0.0053,-0.0018,0.0318,-0.0228,9.6907,1.3939,-0.0978,0.0,0.6162,0.0,0.2524,0.0,0.0,14.4913,0.6572,Consumer Cyclical,305502075.18,-63.599181595294354,0.020994002071582925,1455187410853.5107,2016
1552,EDUC,63618300.0,0.6779,0.064,0.0333,0.1602,0.0615,0.0696,5.0306,1.6353,0.0636,-0.0199,0.1753,0.1174,0.3436,0.369,21.8077,16.3658,3.4825,Consumer Cyclical,46081121.94,91.41414860998712,0.0031666795353164886,1455187410853.5107,2016
1553,FLXS,500106000.0,0.2273,0.091,0.0485,0.1156,0.1346,0.117,-0.8074,0.0,0.0013,0.1606,0.0536,0.1544,0.0628,0.1955,12.4201,5.8513,1.4506,Consumer Cyclical,303318635.9,-22.34753458518681,0.020843956842788693,1455187410853.5107,2016
1554,VALU,34546000.0,0.7474,0.4,0.2111,0.2107,0.027000000000000003,-2.6756,-1.2122,0.0,-0.0844,-0.1084,-0.0625,-0.2775,-0.0086,0.0365,21.64,10.253,4.5802,Consumer Cyclical,158506529.64,7.526591352475305,0.010892516555447053,1455187410853.5107,2016
1555,MYE,534379000.0,0.303,0.091,0.002,0.0114,0.0587,0.0063,3.6509,2.0371,-0.0217,0.0,-0.0464,-0.455,0.0113,-0.6418,476.6667,12.4035,4.5993,Consumer Cyclical,427884943.2,40.608500129249634,0.029404112488097513,1455187410853.5107,2016
1556,NC,111081000.0,0.1088,0.336,0.2665,0.1344,-0.0939,0.1077,0.7161,0.436,-0.2751,-0.1036,-0.2961,-0.2582,-0.4788,-0.0749,4.6588,4.3869,0.6222,Consumer Cyclical,137016248.2044,97.08768838286352,0.009415711487225958,1455187410853.5107,2016
1557,EVI,36016000.0,0.228,0.079,0.0483,0.3419,1.5208,0.3522,-1.3822,0.0,0.0583,0.0802,0.1105,0.2359,-0.0019,0.0268,15.32,8.0635,5.2936,Consumer Cyclical,26939193.56,177.59309728450566,0.0018512525162789418,1455187410853.5107,2016
1559,HOFT,246999000.0,0.2781,0.111,0.0655,0.1037,0.1365,0.1206,-1.963,0.0,-0.0232,0.0356,0.0273,0.3789,0.0408,0.2321,19.2733,9.4157,1.999,Consumer Cyclical,312560667.37,16.857315002320963,0.021479066204034426,1455187410853.5107,2016
1561,SALM,274321000.0,0.2389,0.166,0.0323,0.042,0.031,0.0745,5.7282,1.239,0.0152,-0.0787,0.0369,0.0854,0.04,0.0,18.6765,9.3196,0.7765,Consumer Cyclical,163978755.1,-26.02958837204631,0.011268566088255366,1455187410853.5107,2016
1562,GHC,2481890000.0,0.4883,0.152,0.0679,0.0687,0.0557,0.1311,-1.659,0.2005,0.0095,-0.0107,-0.0018,0.1517,0.0751,-0.025,17.4825,6.1153,1.1796,Consumer Cyclical,2939257398.0,7.828008720432594,0.20198480113815978,1455187410853.5107,2016
1563,CSV,248200000.0,0.3209,0.239,0.0789,0.1114,0.0369,0.0653,5.6669,1.9342,0.0644,0.0,0.085,0.2555,0.0793,0.0308,24.178,13.6451,2.6875,Consumer Cyclical,473906295.18,-9.090201930921149,0.032566684651431935,1455187410853.5107,2016
1565,WEYS,296933000.0,0.3773,0.08800000000000001,0.0555,0.0817,0.0652,0.1093,-0.5391,0.0212,0.0414,-0.017,0.0273,0.0244,0.0085,-0.0099,19.5414,11.7685,1.5904,Consumer Cyclical,320599956.04,0.024427506794284785,0.0220315234758634,1455187410853.5107,2016
1567,VOXX,530206000.0,0.2707,0.035,-0.0051,-0.0069,-0.0204,-0.0127,4.6308,0.254,-0.0099,0.0,-0.0218,0.0,-0.1498,0.0,0.0,9.785,0.2489,Consumer Cyclical,96399692.76,21.73913088547937,0.006624555163204629,1455187410853.5107,2016
1568,SORL,278743122.0,0.2705,0.117,0.0766,0.1536,0.1315,0.1416,-0.8799,0.1972,0.0887,0.0705,0.0516,0.0508,0.1015,0.2659,3.24,1.0301,0.4498,Consumer Cyclical,62547944.04,107.40740032134998,0.004298274131117844,1455187410853.5107,2016
